,date,range_high,range_high_time,range_low_time,range_low,range_open,range_close,range_true,orb_high,orb_low,orb_open,orb_close,orb_true,range_conf_direction,range_conf_time,orb_conf_direction,orb_conf_time,box_color,orb_range_direction,max_ret,max_ret_pct,max_ret_time,max_ext,max_ext_pct,max_ext_time,orb_open_touch_time
28,2008-02-11,1789.75,09:35:00,10:25:00,1774.25,1785.25,1778.75,True,1789.75,1778.75,1785.25,1781.5,True,Long,12:35:00,Short,10:20:00,Red,Long,1779.75,0.09090909090909091,10:25:00,1774.25,0.4090909090909091,10:25:00,
29,2008-02-12,1812.5,10:10:00,09:35:00,1803.5,1806.5,1809.25,False,1808.75,1803.5,1806.5,1806.0,True,Long,10:45:00,Long,10:00:00,Green,Long,1807.0,0.3333333333333333,10:20:00,1812.5,0.7142857142857143,10:10:00,
30,2008-02-13,1814.25,09:30:00,09:50:00,1801.0,1808.75,1806.75,False,1814.25,1801.25,1808.75,1803.0,True,Short,10:40:00,Short,10:40:00,Red,Long,,,,,,,
31,2008-02-14,1827.0,09:30:00,09:30:00,1809.5,1826.5,1819.25,True,1827.0,1809.5,1826.5,1810.5,True,Short,11:10:00,Short,11:10:00,Red,Long,,,,,,,
32,2008-02-15,1789.0,09:45:00,09:55:00,1776.75,1783.5,1784.0,False,1785.5,1779.0,1783.5,1783.75,True,Long,10:30:00,Long,09:45:00,Green,Short,1776.75,1.3461538461538463,09:55:00,1787.0,0.23076923076923078,09:50:00,09:50:00
33,2008-02-18,1811.75,10:20:00,09:30:00,1797.25,1797.25,1810.0,True,1800.75,1797.25,1797.25,1800.75,True,Long,10:45:00,Long,09:50:00,Green,Short,1801.0,-0.07142857142857142,09:55:00,1811.75,3.142857142857143,10:20:00,
34,2008-02-19,1812.5,09:30:00,10:05:00,1796.5,1808.5,1800.75,True,1812.5,1802.25,1808.5,1804.0,True,Short,10:45:00,Short,09:55:00,Red,Long,1804.25,0.1951219512195122,10:20:00,1796.5,0.5609756097560976,10:05:00,
35,2008-02-20,1775.5,10:20:00,09:30:00,1760.75,1761.25,1769.5,True,1771.25,1760.75,1761.25,1768.5,True,Long,12:10:00,Long,10:20:00,Green,Short,1768.0,0.30952380952380953,10:25:00,1773.25,0.19047619047619047,10:25:00,
36,2008-02-21,1810.75,09:30:00,10:05:00,1797.25,1806.25,1803.5,True,1810.75,1802.25,1806.25,1807.5,True,Short,10:40:00,Short,10:00:00,Red,Short,1808.25,0.7058823529411765,10:15:00,1797.25,0.5882352941176471,10:05:00,10:15:00
37,2008-02-22,1779.25,09:30:00,10:20:00,1759.0,1779.0,1762.75,True,1779.25,1771.5,1779.0,1771.5,True,Short,10:30:00,Short,10:00:00,Red,Long,1770.5,-0.12903225806451613,10:05:00,1759.0,1.6129032258064515,10:20:00,
38,2008-02-25,1789.0,10:25:00,10:00:00,1764.75,1776.25,1788.75,True,1780.0,1769.5,1776.25,1773.75,False,Long,15:35:00,Short,09:55:00,Green,Long,1789.0,1.8571428571428572,10:25:00,1764.75,0.4523809523809524,10:00:00,10:10:00
39,2008-02-26,1785.75,09:45:00,10:25:00,1769.25,1777.25,1770.25,False,1781.5,1776.0,1777.25,1781.0,False,Short,10:40:00,Long,09:45:00,Red,Short,1769.25,2.227272727272727,10:25:00,1782.5,0.18181818181818182,09:50:00,09:50:00
40,2008-02-27,1793.75,10:15:00,09:30:00,1777.25,1781.5,1784.5,True,1787.25,1777.25,1781.5,1786.75,True,Long,10:40:00,Long,09:45:00,Green,Short,1782.75,0.45,10:05:00,1793.75,0.65,10:15:00,
41,2008-02-28,1805.75,10:25:00,09:30:00,1793.25,1795.0,1805.75,False,1802.5,1793.25,1795.0,1796.75,True,Long,10:35:00,Long,10:25:00,Green,Short,,,,,,,
42,2008-02-29,1780.75,09:35:00,10:15:00,1756.0,1775.5,1761.75,True,1780.75,1770.5,1775.5,1772.0,True,Short,13:50:00,Short,10:05:00,Red,Long,1769.75,-0.07317073170731707,10:10:00,1756.0,1.4146341463414633,10:15:00,
43,2008-03-03,1748.25,09:30:00,09:45:00,1734.0,1746.75,1746.75,True,1748.25,1735.5,1746.75,1735.75,True,Short,11:15:00,Short,11:00:00,Neutral,Long,,,,,,,
44,2008-03-04,1731.5,10:20:00,09:45:00,1722.0,1724.75,1725.0,False,1729.25,1722.75,1724.75,1724.0,True,Short,10:35:00,Short,10:30:00,Green,Long,,,,,,,
